index_author,index_title,index_link
stevencool,[新聞] 家長有感！蔣萬安祭私幼學費補助 較柯文,/bbs/HatePolitics/M.1687409177.A.310.html
kaminari22tw,[新聞] 快訊／端午節驚傳悲劇！　女陳屍套房,/bbs/HatePolitics/M.1687409353.A.12C.html
malemow,Re: [討論] 真的有人支持服貿？,/bbs/HatePolitics/M.1687409368.A.99F.html
linnx,Re: [新聞] 「斑馬線有人全停讓」喊卡！交長坦言不合,/bbs/HatePolitics/M.1687409400.A.DB5.html
purplvampire,[討論] 黃國昌：幫貪腐法官假釋關說是什麼價值?,/bbs/HatePolitics/M.1687409496.A.914.html
Supasizeit,[黑特] 柯糞整天罵行人地獄現在又罵禮讓行人,/bbs/HatePolitics/M.1687409808.A.45E.html
seabox,[討論] 柯文哲會覺得太陽花運動是垃圾嗎,/bbs/HatePolitics/M.1687409952.A.D91.html
tontontonni,[討論] 笑死了賴清德YouTube沒人要看,/bbs/HatePolitics/M.1687409964.A.98A.html
scropio1190,[討論] 苗博雅辯論之前會把議員辭掉嗎,/bbs/HatePolitics/M.1687410019.A.F0B.html
purue,[黑特] 藍白合是假議題,/bbs/HatePolitics/M.1687410266.A.AB9.html
node1,[討論] 太陽花運動符合民主自由價值嗎,/bbs/HatePolitics/M.1687410378.A.1A1.html
sakula0616,Re: [討論] 國民黨現在最怕民進黨重打餵藥案,/bbs/HatePolitics/M.1687410413.A.B12.html
songgood,[黑特] 每間幼稚園請一個醫師來餵藥可以嗎,/bbs/HatePolitics/M.1687410414.A.3C8.html
palindromes,[討論] 柯文哲、侯友宜要不要去小巨蛋打一場？,/bbs/HatePolitics/M.1687410472.A.01C.html
heinse,[新聞] 曾銘宗：韓國瑜同意支持侯友宜 相信很快會,/bbs/HatePolitics/M.1687410522.A.4E7.html
TommyHil,Re: [討論] 柯文哲會覺得太陽花運動是垃圾嗎,/bbs/HatePolitics/M.1687410630.A.3EB.html
goldsingle,Re: [討論] 去年縣市長民調誰最準啊？,/bbs/HatePolitics/M.1687406911.A.445.html
heinse,[新聞] IG直播挑戰立蛋、快問快答 侯友宜：最希望,/bbs/HatePolitics/M.1687407123.A.7FC.html
waakye,[討論] 女性 南部 企業家 根本空集合吧,/bbs/HatePolitics/M.1687407142.A.C32.html
chu,Re: [討論]街訪：最不希望誰當選！,/bbs/HatePolitics/M.1687407226.A.CC4.html
vi000246,[討論] 高雄是不是側翼破口啊,/bbs/HatePolitics/M.1687407255.A.2E1.html
m82,Re: [討論] 柯文哲如果不藍白合,/bbs/HatePolitics/M.1687407260.A.EA8.html
tn00270144,Re: [討論] 一直洗換郭就贏，真他媽笑死,/bbs/HatePolitics/M.1687407302.A.BF6.html
zeuswell,[公告] Subaru5566 2-5d 14天,/bbs/HatePolitics/M.1687407432.A.E83.html
zeuswell,[公告] XoPXoP 2-1 7天,/bbs/HatePolitics/M.1687407475.A.934.html
SnakeO,Re: [轉錄] 李四川：民眾黨議員要我道歉大家評評理,/bbs/HatePolitics/M.1687407493.A.2E6.html
omanorboyo,[討論] 認真問苗博雅有很強嗎？,/bbs/HatePolitics/M.1687407521.A.D92.html
zeuswell,[公告] akifally 2-9 7天,/bbs/HatePolitics/M.1687407629.A.DB3.html
songgood,[討論] 兒童用藥沒人關心了嗎,/bbs/HatePolitics/M.1687407689.A.5F9.html
qm21,[討論] 苗博雅又跳針羅智強不回了,/bbs/HatePolitics/M.1687407755.A.2FD.html
QchchQ,[討論] 這兩天沒人在乎餵藥案了？,/bbs/HatePolitics/M.1687407808.A.CE9.html
pickchu22001,Re: [新聞] 「斑馬線有人全停讓」喊卡！交長坦言不合,/bbs/HatePolitics/M.1687408042.A.6E5.html
songgood,[討論] 老師不餵藥 家長反而覺得無奈,/bbs/HatePolitics/M.1687408226.A.572.html
ArkingChen,Re: [討論] 柯文哲如果不藍白合,/bbs/HatePolitics/M.1687408352.A.40F.html
nogood,[討論] 最新國債訊息(截至112年6月17日止),/bbs/HatePolitics/M.1687408391.A.23B.html
drea,Re: [Live] 踢批批開講：靠抹紅救賴選情？民進黨黑柯,/bbs/HatePolitics/M.1687408720.A.4DF.html
holyhelm,[黑特] 笑死，真的沒人在乎巴比妥了,/bbs/HatePolitics/M.1687405332.A.EAE.html
dodomessage,[黑特] 賴神是怎麼被看破手腳的？,/bbs/HatePolitics/M.1687405355.A.07B.html
urgrandpa,[討論] 侯友宜打柯根本沒打到重點,/bbs/HatePolitics/M.1687405479.A.826.html
jacklyl,Re: [轉錄] 李四川：民眾黨議員要我道歉 大家評,/bbs/HatePolitics/M.1687405581.A.33D.html
rs6677,[討論] 放心郭根本不可能獨自參選原因！,/bbs/HatePolitics/M.1687405593.A.5A0.html
corpsebucket,Re: [討論] 真的有人支持服貿？,/bbs/HatePolitics/M.1687405712.A.54D.html
gve50714,[討論] FB上關心孩子的家長都不見了,/bbs/HatePolitics/M.1687405919.A.291.html
joulin,Re: [新聞] 「斑馬線有人全停讓」喊卡！交長坦言不合,/bbs/HatePolitics/M.1687405946.A.709.html
CenaC,Re: [討論] 當年的學運主張不是先立法再審查嗎,/bbs/HatePolitics/M.1687406107.A.F0A.html
minigg,Re: [討論] 英派真的會挺賴神嗎？,/bbs/HatePolitics/M.1687406233.A.790.html
YAYA6655,Re: [討論] 關於債留子孫....,/bbs/HatePolitics/M.1687406246.A.ED6.html
vancepeng,[討論] 現在還有人在關心餵藥案嗎?,/bbs/HatePolitics/M.1687406247.A.ED8.html
onlygoog,[討論] 小學生考倒柯文哲！！,/bbs/HatePolitics/M.1687406362.A.63E.html
zoeapezoo,Re: [轉錄] 李四川：民眾黨議員要我道歉 大家評評,/bbs/HatePolitics/M.1687406420.A.23D.html
rhino0314,Re: [新聞] 苗博雅諷羅智強不敢辯 羅成立粉專支持苗,/bbs/HatePolitics/M.1687406443.A.6D5.html
jason2641668,[Live] 踢批批開講：靠抹紅救賴選情？民進黨黑柯,/bbs/HatePolitics/M.1687406522.A.DCA.html
greenmoon00,Re: [討論] 真的有人支持服貿？,/bbs/HatePolitics/M.1687406614.A.23E.html
k21m8ywr,Re: [新聞] 「斑馬線有人全停讓」喊卡！交長坦言不合,/bbs/HatePolitics/M.1687406677.A.A75.html
Homura,Re: [討論] 英派真的會挺賴神嗎？,/bbs/HatePolitics/M.1687406702.A.4AF.html
Fallenshit,[轉錄] 王薇君：米國nbc採訪餵藥案,/bbs/HatePolitics/M.1687406820.A.380.html
samconcre,Re: [新聞] 內幕／民眾黨釋藍白合善意！提名立委找,/bbs/HatePolitics/M.1687403262.A.7C8.html
CenaC,Re: [討論] 林九萬還記得太陽花在反什麼嗎,/bbs/HatePolitics/M.1687403422.A.5B2.html
kisaraki1976,Re: [新聞] 藍批高雄淪為苯巴比妥天堂 陳其邁：醫療,/bbs/HatePolitics/M.1687403704.A.ECD.html
goldsingle,Re: [討論] 侯侯空戰開打！開始轟炸,/bbs/HatePolitics/M.1687403731.A.9AA.html
aass5566,Re: [討論] 關於債留子孫....,/bbs/HatePolitics/M.1687403780.A.844.html
blargelp,Re: [討論] 真的有人支持服貿？,/bbs/HatePolitics/M.1687403970.A.8BE.html
miler22020,[轉錄] 李四川：民眾黨議員要我道歉大家評評理,/bbs/HatePolitics/M.1687404108.A.526.html
GGFACE,[討論] 民進黨根本是科比黨吧,/bbs/HatePolitics/M.1687404143.A.604.html
akifally,[黑特] 國民黨今年只有一招，結果每次都翻車,/bbs/HatePolitics/M.1687404188.A.98C.html
ke0119,Re: [討論] 黃暐瀚: 我講結論 郭台銘看來是要選了,/bbs/HatePolitics/M.1687404509.A.3D4.html
a1223356,[黑特] 民眾黨立委會有幾席嗎？,/bbs/HatePolitics/M.1687404515.A.DD8.html
seabox,[討論] 柯賴侯 新北市誰會贏?,/bbs/HatePolitics/M.1687404554.A.4B9.html
SexHD,Re: [黑特]  柯支持率會掉，但不會收回重啟服貿,/bbs/HatePolitics/M.1687404664.A.107.html
Yaomini,[新聞] 重啟服貿？ 侯友宜批柯文哲前後不一樣,/bbs/HatePolitics/M.1687404716.A.2A1.html
DDDDRR,[討論] 好懷念+龍的交通部,/bbs/HatePolitics/M.1687404868.A.03C.html
warchiefdodo,[討論] 當年的學運主張不是先立法再審查嗎,/bbs/HatePolitics/M.1687404991.A.D81.html
ray002216,[討論] 徐閉幹嘛狂洗‘’哥布林‘’三個字,/bbs/HatePolitics/M.1687405073.A.BE3.html
KONAMI,[討論] 柯文哲如果不藍白合,/bbs/HatePolitics/M.1687405150.A.4CC.html
indium111,[討論] 服貿是Z>B嗎？,/bbs/HatePolitics/M.1687405265.A.E82.html
yuan1985,[討論] 打柯的進來看一下,/bbs/HatePolitics/M.1687405300.A.7C8.html
Miralles,[討論] 我的參選政見,/bbs/HatePolitics/M.1687401539.A.648.html
takase,[黑特]  柯支持率會掉，但不會收回重啟服貿,/bbs/HatePolitics/M.1687401540.A.FDD.html
onlygoog,[討論]街訪：最不希望誰當選！,/bbs/HatePolitics/M.1687401701.A.0CA.html
shotholisi,Re: [討論] 黃暐瀚: 我講結論 郭台銘看來是要選了,/bbs/HatePolitics/M.1687401870.A.397.html
forgetme,[黑特] 吵完了沒，你們決定好誰是第二名了嗎？,/bbs/HatePolitics/M.1687401899.A.2D7.html
blackis9ood,Re: [新聞] 最新民調！侯友宜38.4%贏柯文哲37.1%,/bbs/HatePolitics/M.1687401959.A.7B1.html
devidevi,Re: [新聞] 「斑馬線有人全停讓」喊卡！交長坦言不合,/bbs/HatePolitics/M.1687402016.A.105.html
Lekas,Re: [討論] 賴清德是怎麼跌下神壇的????,/bbs/HatePolitics/M.1687402266.A.19A.html
AIronKuma,[討論] 年輕人掙扎努力也沒用的時代,/bbs/HatePolitics/M.1687402332.A.4D5.html
omanorboyo,[新聞] 苗博雅諷羅智強不敢辯 羅成立粉專支持苗,/bbs/HatePolitics/M.1687402519.A.5C3.html
leon771170,[討論] 柯文哲很快吃老三便當,/bbs/HatePolitics/M.1687402607.A.B12.html
allyourshit,Re: [討論] 賴清德是怎麼跌下神壇的????,/bbs/HatePolitics/M.1687402618.A.03A.html
markban,[討論] 真的有人支持服貿？,/bbs/HatePolitics/M.1687402661.A.0DB.html
GGFACE,[討論] 去年縣市長民調誰最準啊？,/bbs/HatePolitics/M.1687402710.A.65D.html
AIronKuma,[討論] 民主墓草比人還高而賴清德保持沉默七年,/bbs/HatePolitics/M.1687402793.A.0EB.html
jimlexus,[討論] 原來民進黨是第一名！,/bbs/HatePolitics/M.1687402875.A.F2F.html
PrettyOdd,Re: [討論] 關於債留子孫....,/bbs/HatePolitics/M.1687403112.A.954.html
stayinalive,[討論] 藍白合?我的老天鵝/郭董想選就選/柯靠向偏藍,/bbs/HatePolitics/M.1687403152.A.78E.html
cycutom,[討論] 當初蔣光頭怎麼忘了把梅蘭芳抓來台灣？,/bbs/HatePolitics/M.1687403162.A.3B0.html
takase,Re: [討論] 真的有人支持服貿？,/bbs/HatePolitics/M.1687403240.A.52E.html
lelena,"[討論] 誰推20歲以上國家養,我就投他",/bbs/HatePolitics/M.1687399402.A.97A.html
jongam,[討論] 賴能提名也是運氣好而已吧,/bbs/HatePolitics/M.1687399409.A.867.html
jamo,Re: [討論] 為什麼不乾脆承認就是愛公社政治,/bbs/HatePolitics/M.1687399409.A.C3F.html
youngglasses,"[討論] 突然想起,北市深蹲坐公車的政見呢?",/bbs/HatePolitics/M.1687399528.A.05E.html
wolflingbaby,[討論] 為什麼中共要柯文哲出來選？,/bbs/HatePolitics/M.1687399567.A.98C.html
onlygoog,[討論] 投賴缺德等於支持吳音寧高級實習生,/bbs/HatePolitics/M.1687399638.A.22E.html
capybaradash,[黑特] 破解柯屁服貿包牌法,/bbs/HatePolitics/M.1687399643.A.51D.html
saufu08,[討論] 真的有史上最短命的總統候選人嗎？,/bbs/HatePolitics/M.1687399750.A.761.html
Supasizeit,[黑特] 其實民進黨政府就像瑪莎拉蒂,/bbs/HatePolitics/M.1687399751.A.1A4.html
hidalgo22976,Re: [新聞] 內幕／民眾黨釋藍白合善意！提名立委找,/bbs/HatePolitics/M.1687399905.A.0D1.html
CrazySept,[新聞] 取消排富 高中學費全免 教育部措手不及,/bbs/HatePolitics/M.1687400035.A.60A.html
hk410050,[新聞] 李四川下令官員拒出席記者會 白、綠議員,/bbs/HatePolitics/M.1687400919.A.80A.html
drea,[討論] 去年政黨輪替的縣市，前朝被抓到貪污的,/bbs/HatePolitics/M.1687401016.A.206.html
asynchronous,Re: [討論] 朱侯政治生命怎麼樣才能保住,/bbs/HatePolitics/M.1687401126.A.7A2.html
ke0119,Re: [新聞] 內幕／民眾黨釋藍白合善意！提名立委找,/bbs/HatePolitics/M.1687401144.A.240.html
hero299,[新聞] 端午節不戰南北了！賴清德烙客語包「客家,/bbs/HatePolitics/M.1687401166.A.262.html
Anderson0819,Re: [討論] 為什麼中共要柯文哲出來選？,/bbs/HatePolitics/M.1687401297.A.A23.html
LAPDSWAT456,[討論] 支那柯做不到，蔣萬安來搞定,/bbs/HatePolitics/M.1687401308.A.F32.html
iamsosmart,[黑特] 最挺太陽花的，還是民眾黨。,/bbs/HatePolitics/M.1687401432.A.8E1.html
DDDDRR,[新聞] 「斑馬線有人全停讓」喊卡！交長坦言不合,/bbs/HatePolitics/M.1687401489.A.3A1.html
saufu08,[討論] 要選舉的藍綠立委，根本不敢打柯文哲吧？,/bbs/HatePolitics/M.1687396045.A.A4F.html
garylin1111,[討論] 我是不是也可以選總統？,/bbs/HatePolitics/M.1687396173.A.892.html
thouloveme,[討論] 侯友宜九點立蛋,/bbs/HatePolitics/M.1687396320.A.D4D.html
SexHD,Re: [討論] 賴神的支票,/bbs/HatePolitics/M.1687396372.A.DFF.html
lawyer94,[討論] 英派真的會挺賴神嗎？,/bbs/HatePolitics/M.1687396436.A.116.html
gn01993343,[討論] 民進黨最近的政策是不是黑暗兵法,/bbs/HatePolitics/M.1687396932.A.ABD.html
stevencool,Re: [討論] 震撼彈！郭正亮:侯友宜只剩下10天自,/bbs/HatePolitics/M.1687397083.A.A6C.html
roxas,[討論] 欸不是...不是陸委會先的嗎...?,/bbs/HatePolitics/M.1687397265.A.4BA.html
hshshs,[討論] 民進黨也說要通過服貿？,/bbs/HatePolitics/M.1687397479.A.C55.html
Yaomini,[新聞] 局處被禁列席記者會！民眾黨批蔣市府藐,/bbs/HatePolitics/M.1687397544.A.AEC.html
leon771170,[討論] 侯友宜越來越穩了,/bbs/HatePolitics/M.1687397695.A.FAB.html
Whitening,[討論] 柯文哲要服貿是不是代表太陽花根本錯誤？,/bbs/HatePolitics/M.1687398114.A.86D.html
rhino0314,[轉錄] 陳嘉宏專欄：選總統不是在「切豬肉」,/bbs/HatePolitics/M.1687398247.A.61B.html
lupin2401,[討論] 誰才是真正的中共代理人？,/bbs/HatePolitics/M.1687398289.A.640.html
maxknife,[討論] 侯侯空戰開打！開始轟炸,/bbs/HatePolitics/M.1687398898.A.0B3.html
dispptt,[討論] 賴清德是怎麼跌下神壇的????,/bbs/HatePolitics/M.1687398946.A.B4A.html
cutbear123,Re: [新聞] 「斑馬線有人全停讓」喊卡　王國材：朝「,/bbs/HatePolitics/M.1687399032.A.D54.html
ke0119,Re: [新聞] 局處被禁列席記者會！民眾黨批蔣市府,/bbs/HatePolitics/M.1687399288.A.F1D.html
Ryan1994,[討論] 林九萬還記得太陽花在反什麼嗎,/bbs/HatePolitics/M.1687399322.A.277.html
vancepeng,Re: [討論] 賴清德是怎麼跌下神壇的????,/bbs/HatePolitics/M.1687399393.A.1B0.html
kymco9999,[舊聞] 馬英九：年輕人要成一塊料 王力宏：失敗,/bbs/HatePolitics/M.1687391926.A.E51.html
maxknife,[討論] 真的換侯朱立倫是不是沒威信了,/bbs/HatePolitics/M.1687392448.A.FB3.html
holyhelm,[黑特] 招名威造謠翻車不只一件耶...,/bbs/HatePolitics/M.1687392772.A.710.html
leon771170,[討論] 免學費而已，高潮啥生氣啥！,/bbs/HatePolitics/M.1687392868.A.93C.html
eunhailoveu,[討論] 急！長輩問空戰是什麼意思,/bbs/HatePolitics/M.1687393364.A.F58.html
zoeapezoo,[新聞] 內幕／民眾黨釋藍白合善意！提名立委找,/bbs/HatePolitics/M.1687393528.A.A85.html
hk410050,[新聞] 被跳過？台鐵7月開放10縣市社福卡搭火車,/bbs/HatePolitics/M.1687393857.A.9A3.html
ppp123,[討論] 賴神增加私校票跟高中家長票,/bbs/HatePolitics/M.1687394124.A.774.html
qazdrfv,[討論] 白藍合作國民黨應該要禮讓柯文哲,/bbs/HatePolitics/M.1687394132.A.16E.html
jie3327,[討論] 太陽花的血是不是白流了,/bbs/HatePolitics/M.1687394286.A.688.html
air989989,"[黑特]一直Lie,一直落跑，打戰會丟人民嗎？",/bbs/HatePolitics/M.1687394491.A.222.html
lawyer94,[討論] 朱侯政治生命怎麼樣才能保住,/bbs/HatePolitics/M.1687394677.A.549.html
songgood,[討論] 每人每月一萬 不是更好,/bbs/HatePolitics/M.1687394727.A.0D7.html
cutbear123,Re: [討論] 柯文哲到底有沒有要重啟服貿？？,/bbs/HatePolitics/M.1687394777.A.9BD.html
urgrandpa,[討論] 賴神的支票,/bbs/HatePolitics/M.1687394828.A.CF6.html
XoPXoP,搶救炒房仔！提議多生小孩,/bbs/HatePolitics/M.1687395305.A.0F6.html
kuninaka,[討論] 民進黨是不是正式宣布，太陽花沒有用了？,/bbs/HatePolitics/M.1687395459.A.2F1.html
forgetme,[黑特] 朱立倫現在放生侯友宜了嗎,/bbs/HatePolitics/M.1687395659.A.00B.html
devidevi,[黑特] 民進黨要不要重啟服貿??,/bbs/HatePolitics/M.1687395763.A.A8C.html
kuninaka,[討論] 八年過去了，太陽花被證實只是奪權工具,/bbs/HatePolitics/M.1687396019.A.1FB.html
kymco9999,[黑特] 拜託韓總不要當啦啦隊 出來選救KMT,/bbs/HatePolitics/M.1687386126.A.648.html
euson11,[討論] 不換侯還有一個辦法,/bbs/HatePolitics/M.1687386199.A.2D0.html
jerrylin,Re: [討論] 國民黨要贏只能換郭了吧,/bbs/HatePolitics/M.1687386683.A.514.html
DDDDRR,[新聞] 「停讓行人」新制6／30正式上路　靠近斑,/bbs/HatePolitics/M.1687386918.A.F77.html
permoon,Re: [討論] 震撼彈！郭正亮:侯友宜只剩下10天自救,/bbs/HatePolitics/M.1687387444.A.105.html
Ryan1994,[討論] 賴清德的鐵票太穩了吧,/bbs/HatePolitics/M.1687388419.A.573.html
hshshs,Re: [討論] 柯文哲到底有沒有要重啟服貿？？,/bbs/HatePolitics/M.1687389300.A.68B.html
kwinner,[討論] 民進黨幹嘛不補助房貸頭期,/bbs/HatePolitics/M.1687389503.A.422.html
kymco9999,[討論] 服貿這波柯文哲掉多少藍票,/bbs/HatePolitics/M.1687389576.A.F8C.html
Wardyal,[討論] 柯文哲贏了,/bbs/HatePolitics/M.1687389864.A.0AE.html
Taiwan007,[討論] 國民黨總統乾脆不要提人了啦！,/bbs/HatePolitics/M.1687390003.A.5FF.html
dahlia7357,[討論] 一直洗換郭就贏，真他媽笑死,/bbs/HatePolitics/M.1687390055.A.603.html
CTC0115,[討論] 斑馬線禮讓行人之用路人地獄該如何破解,/bbs/HatePolitics/M.1687390171.A.BFE.html
abcd5566,[討論] 為了下架民進黨藍白合體也能接受,/bbs/HatePolitics/M.1687390327.A.D92.html
DDDDRR,[新聞] 「斑馬線有人全停讓」喊卡　王國材：朝「,/bbs/HatePolitics/M.1687390362.A.43B.html
tontontonni,"[討論] 洪秀柱18.5%被換,侯友宜現17.93%",/bbs/HatePolitics/M.1687390436.A.FF6.html
lawyer94,[討論] 老牌私校是不是要起飛了？,/bbs/HatePolitics/M.1687390865.A.6CD.html
abcd5566,[討論] 私校開太多不是要退場怎又開新副本了,/bbs/HatePolitics/M.1687391390.A.E19.html
genius721105,[討論] 柯粉對服貿議題是阿米巴變形蟲嗎,/bbs/HatePolitics/M.1687391635.A.577.html
forgetme,[黑特] 侯友宜端午連假拼命跑見地方頭人有救嗎,/bbs/HatePolitics/M.1687391884.A.94F.html
YAYA6655,Re: [討論] 關於債留子孫....,/bbs/HatePolitics/M.1687373058.A.45D.html
urgrandpa,Re: [討論] 柯文哲到底有沒有要重啟服貿？？,/bbs/HatePolitics/M.1687373148.A.5B6.html
sanae0307,[討論] 為什麼不乾脆承認就是愛公社政治,/bbs/HatePolitics/M.1687373881.A.DBB.html
senria,[討論] 民進黨問題不是撒幣 是撒的太小氣,/bbs/HatePolitics/M.1687374199.A.47F.html
gn7722,[討論] 柯粉整天反串換侯,/bbs/HatePolitics/M.1687374246.A.F1B.html
jimmy5680,Re: [討論] 震撼彈！郭正亮:侯友宜只剩下10天自救,/bbs/HatePolitics/M.1687374911.A.9DB.html
purue,[討論] 國民黨唯一機會就是韓郭配,/bbs/HatePolitics/M.1687376155.A.9D7.html
RumiManiac,Re: [討論] 柯文哲到底有沒有要重啟服貿？？,/bbs/HatePolitics/M.1687376539.A.039.html
Cocochia,Re: [討論] 柯文哲到底有沒有要重啟服貿？？,/bbs/HatePolitics/M.1687377926.A.998.html
CTC0115,[討論] 朱立倫正在下一盤好棋,/bbs/HatePolitics/M.1687379623.A.C66.html
Alan104,Re: [討論] 疑NONO是國民黨黨員?,/bbs/HatePolitics/M.1687380603.A.22F.html
geordie,[新聞] 報導：台灣對中資干預明年總統大選保持,/bbs/HatePolitics/M.1687383709.A.597.html
a1b2c3d4e5,[黑特] 民進黨就只會選舉吧？瘋狂政策買票,/bbs/HatePolitics/M.1687383844.A.252.html
thouloveme,[討論] 民進黨粉絲真的希望打柯文哲,/bbs/HatePolitics/M.1687383891.A.A66.html
kphuang,[黑特] 陳凝觀黃益中公然造謠你們要不要臉？,/bbs/HatePolitics/M.1687384367.A.0E5.html
kevin05233,[討論] 0-22歲國家養,/bbs/HatePolitics/M.1687384486.A.C61.html
breathair,Re: [討論] 郭正亮：柯文哲選不贏賴清德,/bbs/HatePolitics/M.1687384542.A.B77.html
bightv42257,[討論] 明年總統選舉之後，柯會辭職嗎？,/bbs/HatePolitics/M.1687384689.A.27B.html
thouloveme,[討論] 賴清德和侯友宜的IG,/bbs/HatePolitics/M.1687385693.A.ABE.html
Sinreigensou,[討論] 補助私校弊大於利,/bbs/HatePolitics/M.1687386076.A.E39.html
forgetme,[黑特] 柯文哲進了服貿深水區  侯賴呢,/bbs/HatePolitics/M.1687366237.A.3CC.html
wubye,Re: [討論] 如果是民進黨的服貿哥布林就可以吞吧？,/bbs/HatePolitics/M.1687366651.A.F2B.html
Timba,[討論] 有可能同時是賴粉又侯粉 嗎?,/bbs/HatePolitics/M.1687366777.A.FC4.html
maxknife,[討論] 今年街坊民調也太多了吧,/bbs/HatePolitics/M.1687366950.A.A9E.html
budalearning,[黑特] 端午節拜懺  懺悔自己以前支持DPP,/bbs/HatePolitics/M.1687367024.A.B86.html
kymco9999,[轉錄] 【重磅快評】老柯秒拆話術 柯文哲能續航,/bbs/HatePolitics/M.1687367222.A.203.html
snakei14702,[討論] 現在綠粉是不是很崩潰上錯車啊？,/bbs/HatePolitics/M.1687368134.A.C7C.html
oscarwu3041,[討論] 邱顯智要求跟林志潔辯論,/bbs/HatePolitics/M.1687368176.A.473.html
portalhtn,Re: [討論] 陳婉惠：重啟服貿是假消息,/bbs/HatePolitics/M.1687368504.A.044.html
Fallenshit,[黑特] 陸委會：關於兩岸協議監督條例,/bbs/HatePolitics/M.1687368679.A.54A.html
jacklyl,[討論] 震撼彈！郭正亮:侯友宜只剩下10天自救,/bbs/HatePolitics/M.1687368737.A.92A.html
Cocochia,Re: [討論] 如果是民進黨的服貿哥布林就可以吞吧？,/bbs/HatePolitics/M.1687368884.A.973.html
jerrylin,Re: [黑特] 幹你媽的政策買票不算賄選,/bbs/HatePolitics/M.1687369599.A.A8A.html
Cocochia,Re: [黑特] 陸委會：關於兩岸協議監督條例,/bbs/HatePolitics/M.1687370741.A.B9D.html
Bugquan,Re: [轉錄] 柯文哲臉書,/bbs/HatePolitics/M.1687370772.A.7F0.html
nakayamayyt,Re: [轉錄] 柯文哲臉書,/bbs/HatePolitics/M.1687370873.A.90B.html
william2001,[討論] 民調只有TVBS有參考價值，其次東森,/bbs/HatePolitics/M.1687370913.A.844.html
tn00270144,[討論] 國民黨要贏只能換郭了吧,/bbs/HatePolitics/M.1687371618.A.D91.html
corpsebucket,[討論] 政府大灑幣,/bbs/HatePolitics/M.1687372005.A.818.html
DustToDust,Re: [新聞] 禮讓行人新制6/30上路 斑馬線有人不論遠,/bbs/HatePolitics/M.1687372205.A.4C7.html
asdf2004,Re: [轉錄] 柯文哲臉書,/bbs/HatePolitics/M.1687363611.A.01E.html
jason2641668,[討論] 人車生活:中部市場民調,/bbs/HatePolitics/M.1687363617.A.E29.html
drea,[討論] 管他柯文哲反不反服貿，重點是對台不好,/bbs/HatePolitics/M.1687363621.A.1B5.html
a110274,Re: [轉錄] 柯文哲臉書,/bbs/HatePolitics/M.1687363957.A.AE4.html
kymco9999,[討論] 關於債留子孫....,/bbs/HatePolitics/M.1687364140.A.130.html
stevencool,[討論] 馬辦：沒有九二共識就沒有服貿,/bbs/HatePolitics/M.1687364142.A.CE3.html
nicholas0406,[討論] 李正皓+卓冠廷直播 回答觀眾Q&A 懶人包,/bbs/HatePolitics/M.1687364249.A.E79.html
forgetme,Re: [新聞] 民調第三 侯友宜預告：將有精彩社群空戰,/bbs/HatePolitics/M.1687364511.A.320.html
miler22020,[討論] 陳婉惠：重啟服貿是假消息,/bbs/HatePolitics/M.1687364680.A.FB1.html
snakei14702,[討論] 如果是民進黨的服貿哥布林就可以吞吧？,/bbs/HatePolitics/M.1687364708.A.C07.html
sunyeah,Re: [轉錄] 柯文哲臉書,/bbs/HatePolitics/M.1687364724.A.03B.html
stevencool,[討論] 郭正亮：柯文哲選不贏賴清德,/bbs/HatePolitics/M.1687364798.A.F28.html
PrettyOdd,Re: [轉錄] 柯文哲臉書,/bbs/HatePolitics/M.1687364918.A.881.html
saufu08,[討論] 就算「白藍合」，柯文哲一樣會崩盤吧？,/bbs/HatePolitics/M.1687365094.A.1D4.html
ke0119,Re: [討論] 柯文哲9年前反的是黑箱服貿,/bbs/HatePolitics/M.1687365200.A.718.html
ysb727,[討論] 郭台銘想玩郭侯配啦？,/bbs/HatePolitics/M.1687365277.A.6D2.html
kabor,[新聞] 蔡總統授少尉肩章「掛反」 國防大學：將,/bbs/HatePolitics/M.1687365294.A.590.html
jie3327,[討論] 有沒有國政專家來分析一下學生補助政策的,/bbs/HatePolitics/M.1687366079.A.307.html
nicholas0406,[討論] 焦慮三小 侯友宜民調等7/23過後會回升啦,/bbs/HatePolitics/M.1687366106.A.4B2.html
natukage,[黑特] 幹你媽的政策買票不算賄選,/bbs/HatePolitics/M.1687366201.A.AA7.html
laverne1,[討論] 換侯派韓國瑜選朱立倫就能安全下庄,/bbs/HatePolitics/M.1687361218.A.894.html
devidevi,[新聞] 禮讓行人新制6/30上路 斑馬線有人不論遠,/bbs/HatePolitics/M.1687361224.A.BFE.html
jongam,[討論] 民進黨會換賴嗎？,/bbs/HatePolitics/M.1687361575.A.18B.html
yangzy,[討論] 側翼打侯的餵藥案翻車侯應該升幾趴回來,/bbs/HatePolitics/M.1687361779.A.233.html
smallweek,Re: [討論] 照柯說法他也沒支持服貿阿,/bbs/HatePolitics/M.1687361844.A.5C1.html
chipher,Re: [討論] 為什麼民進黨政府這麼有錢？,/bbs/HatePolitics/M.1687362087.A.EDE.html
goddamnhuge,[新聞] 民調第三 侯友宜預告：將有精彩社群空戰,/bbs/HatePolitics/M.1687362111.A.1A1.html
jason486,[黑特] 葉元之:柯P就算這次沒上 下次還是會上,/bbs/HatePolitics/M.1687362364.A.0CD.html
